trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
numeric_palindrome__v3__nl_exp7_anchor,numeric_palindrome__v3,numeric_palindrome,numeric_reverse,3,nl_exp7_anchor,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Proceed as follows. Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and return whether they are equal.,False,19,32,31,True,0.4541545914290773,0.16553302109241486,0.4623160894149013,0.16872207820415497,,0.8414814991335715,0.965774416923523,0.9990191190473495,3.636755078757086,1.0,0.5806451612903226,0.1935483870967742,,,
scan_max__v3__python_canonical,scan_max__v3,scan_max,scan_extremum,3,python_canonical,"Given a non-empty list of numbers, find the largest value by scanning the list once.","def scan_max(x):
    element = x[0]
    for entry in x[1:]:
        if entry > element:
            element = entry
    return element",False,22,34,33,True,0.19637550952850716,0.013471817597746849,0.2092904063507431,0.015621797181665897,0.2946937892987585,0.9369284917007793,0.9984239339828491,0.9984145995342371,1.5061143413964724,1.0,0.8787878787878788,0.7272727272727273,1.0,0.0,0.0
group_by_length__v2__procedural_prose,group_by_length__v2,group_by_length,grouping,2,procedural_prose,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Define a procedure named group_by_length that receives output.
Set item to {}.
For each current in output, do the following.
    Set value to len(current).
    If value is not in item, do the following.
        Set item[value] to [].
    Append current to item[value].
Return item.",False,26,63,62,True,0.6596517371804258,0.5156488418579102,0.7412726599230213,0.528383731842041,0.7481285976917813,0.7885556502207633,0.8714254796504974,0.9885621186225645,2.5587414697797466,1.0,0.43548387096774194,0.20967741935483872,1.0,0.0,0.0
ordered_intersection__v1__procedural_prose,ordered_intersection__v1,ordered_intersection,ordered_intersection,1,procedural_prose,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Define a procedure named ordered_intersection that receives first and second.
Set result to [].
For each value in first, do the following.
    If value is in second, do the following.
        Append value to result.
Return result.",False,31,47,46,True,0.5000955069376884,0.4083056300878525,0.5309617344312795,0.414831280708313,0.5094175313253395,0.8396428752204647,0.906582236289978,0.9966331849927488,2.3418400853397148,1.0,0.5,0.1956521739130435,1.0,0.0,0.0
transpose_matrix__v1__procedural_prose,transpose_matrix__v1,transpose_matrix,matrix_transform,1,procedural_prose,"Given a non-empty rectangular matrix, return its transpose.","Define a procedure named transpose_matrix that receives matrix.
Set result to [].
For each col in range(len(matrix[0])), do the following.
    Set new_row to [].
    For each row in matrix, do the following.
        Append row[col] to new_row.
    Append new_row to result.
Return result.",False,15,66,65,True,0.45568885834598827,0.20244064927101135,0.4941665222418893,0.20613887906074524,0.5079919990994209,0.8401039059345539,0.9655386209487915,0.9947588031108563,1.7020643618860958,1.0,0.6307692307692307,0.4,1.0,0.0,0.0
bubble_sort_ascending__v1__nl_exp7_anchor,bubble_sort_ascending__v1,bubble_sort_ascending,bubble_sort,1,nl_exp7_anchor,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is greater than the right value. After enough passes, return the copy.",False,24,33,32,True,0.5423914648799837,0.30517324805259705,0.5669560849105437,0.31018786132335663,,0.8200447633862495,0.9309601783752441,0.997222637757659,2.7793227029202683,1.0,0.5625,0.28125,,,
selection_sort_descending__v2__pseudocode,selection_sort_descending__v2,selection_sort_descending,selection_sort,2,pseudocode,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","PROCEDURE selection_sort_descending(counter)
output <- counter[:]
FOR current IN range(len(output))
    item <- current
    FOR value IN range((current + 1), len(output))
        IF output[value] > output[item]
            item <- value
    (output[current], output[item]) <- (output[item], output[current])
RETURN output",False,24,70,69,True,0.30109911674884166,0.054319679737091064,0.31780761065876,0.056444473564624786,0.37801779108177236,0.9047425272672073,0.9911447167396545,0.9982984998951787,2.364426358878465,1.0,0.7246376811594203,0.5362318840579711,1.0,0.0,0.0
matrix_column_sums__v3__python_canonical,matrix_column_sums__v3,matrix_column_sums,matrix_aggregate,3,python_canonical,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","def matrix_column_sums(entry):
    x = []
    for element in range(len(entry[0])):
        n_count = 0
        for result in entry:
            n_count += result[element]
        x.append(n_count)
    return x",False,23,50,49,True,0.2168617430938959,0.011941632255911827,0.2333092576888276,0.012027735821902752,0.27239848920811105,0.9280406187991707,0.9987386465072632,0.9977909825286086,2.060337939643947,1.0,0.8367346938775511,0.673469387755102,1.0,0.0,0.0
most_frequent__v2__controlled_nl,most_frequent__v2,most_frequent,mode_selection,2,controlled_nl,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","PROCEDURE most_frequent INPUT output:
SET value TO {}.
FOR EACH current IN output:
    SET value[current] TO (value.get(current, 0) + 1).
SET item TO output[0].
FOR EACH current IN output:
    IF value[current] > value[item]:
        SET item TO current.
RETURN item",False,27,67,66,True,0.4352164631996085,0.11575682461261749,0.4834472302044918,0.11668340116739273,0.4678853452116011,0.8642230191917131,0.9763409793376923,0.9939452987728696,2.5165778626849744,1.0,0.6363636363636364,0.42424242424242425,1.0,0.0,0.0
ordered_intersection__v3__controlled_nl,ordered_intersection__v3,ordered_intersection,ordered_intersection,3,controlled_nl,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","PROCEDURE ordered_intersection INPUT element, x:
SET entry TO [].
FOR EACH result IN element:
    IF result IN x:
        EXECUTE entry.append(result).
RETURN entry",False,31,35,34,True,0.719047702034004,0.44016286730766296,0.9021876450107598,0.4479663074016571,0.6606933582561194,0.7845425369108424,0.8877149820327759,0.9761774575009066,4.294321514583905,2.0,0.47058823529411764,0.20588235294117646,1.0,0.0,0.0
filter_negative__v3__pseudocode,filter_negative__v3,filter_negative,sign_filter,3,pseudocode,"Given a list of numbers, create a new list containing only negative values.","PROCEDURE filter_negative(x)
element <- []
FOR entry IN x
    IF entry < 0
        element.append(entry)
RETURN element",False,19,28,27,True,0.36037690080788537,0.12886381149291992,0.37454070723550914,0.13012059032917023,0.2908678969187248,0.8782423988536552,0.977573037147522,0.9984691915688692,2.56082665586473,1.0,0.6296296296296297,0.4074074074074074,1.0,0.0,0.0
rotate_matrix_clockwise__v3__python_canonical,rotate_matrix_clockwise__v3,rotate_matrix_clockwise,matrix_transform,3,python_canonical,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","def rotate_matrix_clockwise(entry):
    result = []
    aggregate = len(entry)
    for element in range(aggregate):
        x = []
        for n_count in range(aggregate - 1, -1, -1):
            x.append(entry[n_count][element])
        result.append(x)
    return result",False,20,64,63,True,0.2567429116788844,0.027976959943771362,0.2772406723819413,0.02959166094660759,0.518554498896103,0.9240421955547635,0.9960169792175293,0.9977463322972494,1.605143720758958,1.0,0.8095238095238095,0.6349206349206349,1.0,0.0,0.0
count_equal_neighbors__v1__python_opaque,count_equal_neighbors__v1,count_equal_neighbors,adjacent_analysis,1,python_opaque,"Given a list, count how many adjacent pairs contain equal values.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(1, len(mip0)):
        if mip0[qel0] == mip0[qel0 - 1]:
            tuk0 += 1
    return tuk0",False,17,62,61,True,0.23411072698867555,0.008354289457201958,0.2642922953872544,0.00878488551825285,0.3406643118255188,0.9178432629245227,0.9989480376243591,0.9964029847598467,1.7906703125918613,1.0,0.7868852459016393,0.6557377049180327,1.0,0.0,0.0
count_below__v3__controlled_nl,count_below__v3,count_below,threshold_count,3,controlled_nl,"Given a list of numbers and a threshold, count the values less than the threshold.","PROCEDURE count_below INPUT result, entry:
SET element TO 0.
FOR EACH x IN result:
    IF x < entry:
        UPDATE element USING + 1.
RETURN element",False,21,37,36,True,0.5308815047173994,0.43886902928352356,0.5664426111228144,0.4507533013820648,0.5151301891289121,0.8269940217336019,0.900100439786911,0.9961478230026033,4.2526762811606,2.0,0.5,0.3055555555555556,1.0,0.0,0.0
first_even_index__v3__nl_exp7_anchor,first_even_index__v3,first_even_index,first_match_index,3,nl_exp7_anchor,"Given a list of integers, return the index of the first even value, or minus one if none exists.","Process the list from the beginning while tracking the current index. Whenever an even value is encountered, return its index. If the end is reached with no match, return minus one.",False,26,36,35,True,0.46974774046268847,0.3475414514541626,0.47959932263807525,0.3508138060569763,,0.838687881401607,0.9045167565345764,0.9991033826555524,1.9845438496309467,2.0,0.5428571428571428,0.2857142857142857,,,
insertion_sort_descending__v2__python_opaque,insertion_sort_descending__v2,insertion_sort_descending,insertion_sort,2,python_opaque,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","def zav0(mip0):
    tuk0 = mip0[:]
    for qel0 in range(1, len(tuk0)):
        vor0 = tuk0[qel0]
        nex0 = qel0 - 1
        while nex0 >= 0 and tuk0[nex0] < vor0:
            tuk0[nex0 + 1] = tuk0[nex0]
            nex0 -= 1
        tuk0[nex0 + 1] = vor0
    return tuk0",False,24,118,117,True,0.16999139844512484,0.000670205510687083,0.19994049171980305,0.0006894933758303523,0.297061289507841,0.9415488955047395,0.9999415874481201,0.9955264263682895,1.0546755473545706,1.0,0.8717948717948718,0.7948717948717948,1.0,0.0,0.0
count_below__v2__nl_exp7_anchor,count_below__v2,count_below,threshold_count,2,nl_exp7_anchor,"Given a list of numbers and a threshold, count the values less than the threshold.","Begin a counter at zero. Inspect every value. When the current value is less than the threshold, increase the counter by one. Output the counter.",False,21,31,30,True,0.37418260585497287,0.19471808522939682,0.38943826387015484,0.20093994587659836,,0.8708982119957606,0.9641643166542053,0.9981454213460287,2.218116778174105,1.0,0.7,0.3333333333333333,,,
reverse_integer__v3__procedural_prose,reverse_integer__v3,reverse_integer,numeric_reverse,3,procedural_prose,"Given a nonnegative integer, reverse the order of its decimal digits.","Define a procedure named reverse_integer that receives entry.
Set x to 0.
While entry is greater than 0, do the following.
    Set element to (entry % 10).
    Set x to ((x * 10) + element).
    Update entry to entry // 10.
Return x.",False,18,66,65,True,0.4199105125255122,0.1707780957221985,0.433583366719149,0.17116102576255798,0.471063722068791,0.8480599064093369,0.9654043912887573,0.9984598508247963,2.504582211730397,1.0,0.6,0.4307692307692308,1.0,0.0,0.0
count_odd__v1__pseudocode,count_odd__v1,count_odd,parity_count,1,pseudocode,"Given a list of integers, count how many values are odd.","PROCEDURE count_odd(values)
count <- 0
FOR value IN values
    IF (value % 2) != 0
        count <- count + 1
RETURN count",False,17,38,37,True,0.2598794153153092,0.0218310859054327,0.261834216239156,0.02184603549540043,0.25367576714906037,0.8906917749224482,0.996795117855072,0.9998089896666037,1.4650519154883686,1.0,0.7297297297297297,0.6486486486486487,1.0,0.0,0.0
is_nondecreasing__v3__python_opaque,is_nondecreasing__v3,is_nondecreasing,monotonicity,3,python_opaque,"Given a list of numbers, determine whether it is in nondecreasing order.","def zav0(mip0):
    for tuk0 in range(1, len(mip0)):
        if mip0[tuk0 - 1] > mip0[tuk0]:
            return False
    return True",False,20,48,47,True,0.22970946823734403,0.004819122143089771,0.26193405425460115,0.004892172757536173,0.28114369981365583,0.9188281716184413,0.9994756579399109,0.9962605542324959,1.900111623889603,1.0,0.8085106382978723,0.6595744680851063,1.0,0.0,0.0
matrix_find_position__v3__pseudocode,matrix_find_position__v3,matrix_find_position,matrix_search,3,pseudocode,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position(entry, result)
FOR x IN range(len(entry))
    FOR element IN range(len(entry[x]))
        IF entry[x][element] = result
            RETURN (x, element)
RETURN (-1, -1)",False,34,49,48,True,0.41107999792848204,0.21251648664474487,0.43920867293187865,0.21971093863248825,0.424074038986781,0.8652783849587043,0.9589871764183044,0.9971235791842142,2.656445767152775,1.0,0.6041666666666666,0.4166666666666667,1.0,0.0,0.0
insertion_sort_ascending__v3__controlled_nl,insertion_sort_ascending__v3,insertion_sort_ascending,insertion_sort,3,controlled_nl,"Given a list of numbers, sort it in ascending order using insertion sort and return the sorted copy.","PROCEDURE insertion_sort_ascending INPUT n_count:
SET result TO n_count[:].
FOR EACH entry IN range(1, len(result)):
    SET element TO result[entry].
    SET x TO (entry - 1).
    WHILE (x >= 0 AND result[x] > element):
        SET result[(x + 1)] TO result[x].
        UPDATE x USING - 1.
    SET result[(x + 1)] TO element.
RETURN result",False,24,95,94,True,0.30586326360741833,0.05083509348332882,0.33090478593751077,0.05226586200296879,0.32013683416190836,0.8989184371968533,0.9921926558017731,0.9970146018139859,2.5068984126552927,1.0,0.7446808510638298,0.5106382978723404,1.0,0.0,0.0
frequency_map_items__v3__nl_exp7_anchor,frequency_map_items__v3,frequency_map_items,frequency_map,3,nl_exp7_anchor,"Given a list of hashable values, build a dictionary mapping each value to its occurrence count.","Initialize with an empty dictionary. Process each value. If it is already a key, increase its count; otherwise create the key with count one. Produce the dictionary.",False,23,33,32,True,0.6454371000509127,0.6313498318195343,0.6789928107700689,0.6333340108394623,,0.7578704101033509,0.7698585987091064,0.9940581824630499,2.7223826272755787,2.0,0.34375,0.09375,,,
least_frequent__v3__nl_exp7_anchor,least_frequent__v3,least_frequent,mode_selection,3,nl_exp7_anchor,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.",Initialize occurrence counts. Then scan the original list while tracking the best value and lowest count seen. Replace the best only when a strictly lower count is found. Produce the best value.,False,27,36,35,True,0.9029988431504794,0.835799515247345,0.9989136225676962,0.8396257162094116,,0.6937516195433481,0.7151311635971069,0.9857726403645106,3.07708601599027,2.0,0.3142857142857143,0.11428571428571428,,,
count_increases__v1__pseudocode,count_increases__v1,count_increases,adjacent_analysis,1,pseudocode,"Given a list of numbers, count how many positions contain a value larger than the immediately preceding value.","PROCEDURE count_increases(values)
count <- 0
FOR index IN range(1, len(values))
    IF values[index] > values[(index - 1)]
        count <- count + 1
RETURN count",False,24,46,45,True,0.25066274820947,0.015800397843122482,0.25265768106918485,0.015880269929766655,0.250895316513018,0.9043597194883558,0.9979801177978516,0.9998029655880398,1.9889894070252971,1.0,0.7777777777777778,0.5777777777777777,1.0,0.0,0.0
linear_last_index__v1__procedural_prose,linear_last_index__v1,linear_last_index,linear_search,1,procedural_prose,"Given a list and a target, return the index of the last target occurrence or minus one if absent.","Define a procedure named linear_last_index that receives values and target.
Set found to -1.
For each (index, value) in enumerate(values), do the following.
    If value equals target, do the following.
        Set found to index.
Return found.",False,25,53,52,True,0.49868961265131545,0.48117318749427795,0.5166537783807144,0.5054358541965485,0.43804065692999494,0.8270048613731678,0.8664409220218658,0.9982942766868151,2.618922128824684,1.0,0.4423076923076923,0.23076923076923078,1.0,0.0,0.0
binary_to_integer__v1__python_opaque,binary_to_integer__v1,binary_to_integer,base_conversion,1,python_opaque,"Given a string of binary digits, convert it to a nonnegative integer.","def zav0(mip0):
    tuk0 = 0
    for qel0 in mip0:
        tuk0 = tuk0 * 2 + int(qel0)
    return tuk0",False,19,47,46,True,0.2745751610132298,0.025056235026568174,0.33795107847656114,0.025205691810697317,0.4175743775824768,0.9128622147052184,0.9966717064380646,0.991894306048103,2.2446520773452834,1.0,0.7608695652173914,0.6521739130434783,1.0,0.0,0.0
group_by_length__v2__pseudocode,group_by_length__v2,group_by_length,grouping,2,pseudocode,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","PROCEDURE group_by_length(output)
item <- {}
FOR current IN output
    value <- len(current)
    IF value NOT IN item
        item[value] <- []
    item[value].append(current)
RETURN item",False,26,43,42,True,0.46872762183331707,0.1597568392753601,0.5357482736175198,0.16118789091706276,0.4556250468312328,0.8464041579337347,0.9724276661872864,0.9909688716843015,2.38643873218942,1.0,0.6428571428571429,0.42857142857142855,1.0,0.0,0.0
anti_diagonal_sum__v1__procedural_prose,anti_diagonal_sum__v1,anti_diagonal_sum,diagonal_aggregate,1,procedural_prose,"Given a square matrix, calculate the sum of its anti-diagonal.","Define a procedure named anti_diagonal_sum that receives matrix.
Set total to 0.
Set size to len(matrix).
For each row in range(size), do the following.
    Increase total by matrix[row][((size - 1) - row)].
Return total.",False,18,55,54,True,0.6239242126682291,0.42059609293937683,0.6610648205996431,0.4216915965080261,0.6902813630760378,0.7834814560634119,0.8946488499641418,0.9939681401959172,2.214440422728819,1.0,0.48148148148148145,0.2222222222222222,1.0,0.0,0.0
anti_diagonal_sum__v1__pseudocode,anti_diagonal_sum__v1,anti_diagonal_sum,diagonal_aggregate,1,pseudocode,"Given a square matrix, calculate the sum of its anti-diagonal.","PROCEDURE anti_diagonal_sum(matrix)
total <- 0
size <- len(matrix)
FOR row IN range(size)
    total <- total + matrix[row][((size - 1) - row)]
RETURN total",False,18,43,42,True,0.32112266241199994,0.048035548999905586,0.3234334104288012,0.04834580887109041,0.4293501811946852,0.8811864093655631,0.9929351210594177,0.9997916122277578,2.0551740024315914,1.0,0.7142857142857143,0.5,1.0,0.0,0.0
matrix_contains__v3__nl_exp7_anchor,matrix_contains__v3,matrix_contains,matrix_search,3,nl_exp7_anchor,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.",Process every row and every value within each row. Produce true as soon as a value equals the target. Produce false if the whole matrix is scanned without a match.,False,22,33,32,True,0.5287670381462704,0.29102762043476105,0.5455262922877182,0.31135959923267365,,0.8286243872717023,0.9435429573059082,0.9982123486697674,3.380060240837139,2.0,0.5625,0.21875,,,
most_frequent__v1__python_opaque,most_frequent__v1,most_frequent,mode_selection,1,python_opaque,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def zav0(mip0):
    tuk0 = {}
    for qel0 in mip0:
        tuk0[qel0] = tuk0.get(qel0, 0) + 1
    vor0 = mip0[0]
    for qel0 in mip0:
        if tuk0[qel0] > tuk0[vor0]:
            vor0 = qel0
    return vor0",False,27,94,93,True,0.23726613523944823,0.002603979781270027,0.27545839544934986,0.002604106441140175,0.4063198649051985,0.9180714991143955,0.9997565746307373,0.9950890720531504,1.3622914694633792,1.0,0.8279569892473119,0.7096774193548387,1.0,0.0,0.0
group_by_first_character__v3__controlled_nl,group_by_first_character__v3,group_by_first_character,grouping,3,controlled_nl,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character INPUT result:
SET element TO {}.
FOR EACH x IN result:
    SET entry TO x[0].
    IF entry NOT IN element:
        SET element[entry] TO [].
    EXECUTE element[entry].append(x).
RETURN element",False,29,56,55,True,0.4397889319521792,0.24006353318691254,0.47294957233020796,0.24137437343597412,0.4768414421967553,0.8532214516943152,0.945321798324585,0.9962585871869868,2.5922131157271284,1.0,0.6363636363636364,0.36363636363636365,1.0,0.0,0.0
adjacent_sums__v2__procedural_prose,adjacent_sums__v2,adjacent_sums,adjacent_transform,2,procedural_prose,"Given a list of numbers, create a list containing the sum of each adjacent pair.","Define a procedure named adjacent_sums that receives current.
Set value to [].
For each item in range(1, len(current)), do the following.
    Append (current[item] + current[(item - 1)]) to value.
Return value.",False,21,51,50,True,0.6097077702808019,0.3212627172470093,0.6593654744930972,0.3224012851715088,0.6952533776240836,0.781118538081646,0.9150026738643646,0.9924343490600586,3.2615262274858376,1.0,0.58,0.28,1.0,0.0,0.0
moving_average_three__v3__nl_exp7_anchor,moving_average_three__v3,moving_average_three,sliding_window,3,nl_exp7_anchor,"Given a list of numbers, return the average of every consecutive window of three values.","Initialize an empty result list. For each starting index that leaves three values available, add those three values, divide by three, and append the average. Produce the result.",False,21,34,33,True,0.6268941162887848,0.4861883819103241,0.6756683002141389,0.49990302324295044,,0.7925524874167009,0.895047664642334,0.9939612565618573,2.9441962563573862,2.0,0.48484848484848486,0.06060606060606061,,,
partition_by_sign__v2__procedural_prose,partition_by_sign__v2,partition_by_sign,partition,2,procedural_prose,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.","Define a procedure named partition_by_sign that receives output.
Set item to [].
Set value to [].
For each current in output, do the following.
    If current is less than 0, do the following.
        Append current to item.
    Otherwise, do the following.
        Append current to value.
Return (item, value).",False,30,69,68,True,0.5478365050510225,0.37904369831085205,0.6380781891555884,0.3846619576215744,0.6377816565066798,0.824906421277453,0.9081371128559113,0.9870413261301377,2.426647517770321,1.0,0.5147058823529411,0.29411764705882354,0.9148936170212766,0.0,0.0851063829787234
rotate_matrix_clockwise__v2__controlled_nl,rotate_matrix_clockwise__v2,rotate_matrix_clockwise,matrix_transform,2,controlled_nl,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","PROCEDURE rotate_matrix_clockwise INPUT value:
SET output TO [].
SET total_value TO len(value).
FOR EACH item IN range(total_value):
    SET current TO [].
    FOR EACH counter IN range((total_value - 1), -1, -1):
        EXECUTE current.append(value[counter][item]).
    EXECUTE output.append(current).
RETURN output",False,20,73,72,True,0.6507989232231921,0.403519868850708,0.7468445843454296,0.432195708155632,0.725856559523831,0.7899554119341903,0.9213533699512482,0.9882021496693293,2.3745616203817312,1.0,0.5277777777777778,0.3472222222222222,1.0,0.0,0.0
fibonacci_nth__v3__procedural_prose,fibonacci_nth__v3,fibonacci_nth,fibonacci,3,procedural_prose,"Given a nonnegative integer n with F0 equal to zero and F1 equal to one, return Fn iteratively.","Define a procedure named fibonacci_nth that receives result.
Set entry to 0.
Set x to 1.
For each element in range(result), do the following.
    Set (entry, x) to (x, (entry + x)).
Return entry.",False,28,52,51,True,0.9119505551369751,1.0019662380218506,1.1235832950264655,1.082392930984497,1.0249726552806953,0.6999705606231502,0.7069500088691711,0.9721914494738859,2.775382739403308,1.0,0.3333333333333333,0.13725490196078433,1.0,0.0,0.0
is_subset__v3__procedural_prose,is_subset__v3,is_subset,set_relation,3,procedural_prose,"Given two collections, determine whether every value in the first collection occurs in the second.","Define a procedure named is_subset that receives element and entry.
For each x in element, do the following.
    If x is not in entry, do the following.
        Return false.
Return true.",False,21,41,40,True,0.8281290097394958,0.7358390390872955,0.9371779752895236,0.7482348382472992,0.8038854328941347,0.7332797214388848,0.778965950012207,0.9860488280653954,2.8278102099313402,1.5,0.25,0.15,1.0,0.0,0.0
filter_mapping_by_value__v1__pseudocode,filter_mapping_by_value__v1,filter_mapping_by_value,dictionary_transform,1,pseudocode,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","PROCEDURE filter_mapping_by_value(mapping, threshold)
result <- {}
FOR (key, value) IN mapping.items()
    IF value > threshold
        result[key] <- value
RETURN result",False,29,38,37,True,0.3925885931176536,0.17868317663669586,0.398959116197295,0.17868752777576447,0.32105656229153584,0.8544465085944614,0.9588651657104492,0.9993737484957721,2.3617150571071024,1.0,0.5675675675675675,0.35135135135135137,1.0,0.0,0.0
count_odd__v2__nl_exp7_anchor,count_odd__v2,count_odd,parity_count,2,nl_exp7_anchor,"Given a list of integers, count how many values are odd.","Begin a counter at zero. Inspect every integer. When the current value is odd, increase the counter by one. Output the counter after all values are processed.",False,17,33,32,True,0.6083358874293481,0.5688350796699524,0.623230428496754,0.5759335458278656,,0.7737902849912643,0.8550410866737366,0.9983549155294895,2.853911813456989,2.0,0.46875,0.1875,,,
flatten_lists__v2__python_opaque,flatten_lists__v2,flatten_lists,flatten_one_level,2,python_opaque,"Given a list of lists, flatten exactly one level into a single list.","def zav0(mip0):
    tuk0 = []
    for qel0 in mip0:
        for vor0 in qel0:
            tuk0.append(vor0)
    return tuk0",False,19,46,45,True,0.29547380093649356,0.0039520710706710815,0.34597945709773575,0.004410106223076582,0.38349043637011965,0.911895387702518,0.9995774030685425,0.9935817347632514,2.8148497867108655,1.0,0.8,0.6888888888888889,1.0,0.0,0.0
matrix_row_sums__v1__nl_exp7_anchor,matrix_row_sums__v1,matrix_row_sums,matrix_aggregate,1,nl_exp7_anchor,"Given a matrix of numbers, return a list containing the sum of each row.","Create an empty result list. For each row, start a row total at zero, add every value in the row, and append the row total. Return the result.",False,20,34,33,True,0.453203735968793,0.2507942318916321,0.45717094879849657,0.2509708106517792,,0.8340519549268665,0.9498169422149658,0.9996400042013689,2.6879731949553167,2.0,0.5454545454545454,0.30303030303030304,,,
bubble_sort_descending__v1__pseudocode,bubble_sort_descending__v1,bubble_sort_descending,bubble_sort,1,pseudocode,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","PROCEDURE bubble_sort_descending(values)
result <- values[:]
FOR end IN range((len(result) - 1), 0, -1)
    FOR index IN range(end)
        IF result[index] < result[(index + 1)]
            (result[index], result[(index + 1)]) <- (result[(index + 1)], result[index])
RETURN result",False,24,76,75,True,0.24804753020764717,0.029879983514547348,0.2546660225464681,0.030083395540714264,0.359247682862989,0.9184836399555206,0.995909571647644,0.9993650809923807,1.8749510670642302,1.0,0.76,0.64,1.0,0.0,0.0
are_disjoint__v3__controlled_nl,are_disjoint__v3,are_disjoint,set_relation,3,controlled_nl,"Given two collections, determine whether they have no value in common.","PROCEDURE are_disjoint INPUT element, entry:
FOR EACH x IN element:
    IF x IN entry:
        RETURN FALSE
RETURN TRUE",False,17,28,27,True,0.6522946688583707,0.5259830951690674,0.7828724642124683,0.5699486136436462,0.558219397460676,0.8009627135815444,0.8675928711891174,0.9827670278372588,3.3461594675909847,1.0,0.48148148148148145,0.25925925925925924,1.0,0.0,0.0
count_equal_neighbors__v3__controlled_nl,count_equal_neighbors__v3,count_equal_neighbors,adjacent_analysis,3,controlled_nl,"Given a list, count how many adjacent pairs contain equal values.","PROCEDURE count_equal_neighbors INPUT x:
SET element TO 0.
FOR EACH entry IN range(1, len(x)):
    IF x[entry] = x[(entry - 1)]:
        UPDATE element USING + 1.
RETURN element",False,17,50,49,True,0.3881557988031406,0.24997499585151672,0.400818468786643,0.24998554587364197,0.3150214336654042,0.8633047068605617,0.9429735541343689,0.9988190495238012,3.6472154035044677,2.0,0.6122448979591837,0.2857142857142857,1.0,0.0,0.0
adjacent_differences__v3__python_canonical,adjacent_differences__v3,adjacent_differences,adjacent_transform,3,python_canonical,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(x):
    entry = []
    for element in range(1, len(x)):
        entry.append(x[element] - x[element - 1])
    return entry",False,22,37,36,True,0.17158956452799934,0.01735242921859026,0.1758571936822793,0.01772261131554842,0.25242843417093225,0.9379343026214175,0.9979338347911835,0.9996478259563446,1.7437585677817475,1.0,0.8055555555555556,0.6388888888888888,1.0,0.0,0.0
count_above__v2__pseudocode,count_above__v2,count_above,threshold_count,2,pseudocode,"Given a list of numbers and a threshold, count the values greater than the threshold.","PROCEDURE count_above(output, value)
item <- 0
FOR current IN output
    IF current > value
        item <- item + 1
RETURN item",False,21,34,33,True,0.4173877724271292,0.2209094613790512,0.43862054772244213,0.22191111743450165,0.3847238829077267,0.8662870119918477,0.9553088545799255,0.9978076111186635,2.7352854575026413,1.0,0.696969696969697,0.3939393939393939,1.0,0.0,0.0
scan_min__v3__nl_exp7_anchor,scan_min__v3,scan_min,scan_extremum,3,nl_exp7_anchor,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","Set the first value as the current minimum. Process each remaining value. If a value is smaller than the current minimum, replace the current minimum with it. Produce the current minimum after the scan.",False,22,39,38,True,0.41898027463129867,0.19270368665456772,0.4219491531686416,0.19446507096290588,,0.8399741037895805,0.9546965658664703,0.9997443352874956,1.933368243311155,1.0,0.5789473684210527,0.2631578947368421,,,
