trajectory_id,task_id,family,representation,variant,task_text,reference_solution,alignment_method,boundary_crossed,reference_start_token_index,base_token_count_metadata,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,std_entropy_valid_vocab,cumulative_entropy_valid_vocab,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_valid_vocab,reference_in_top20_fraction,mean_reference_surprisal
insertion_sort_ascending__python__v1,insertion_sort_ascending,insertion_sort,python,1,"Given a list of numbers, sort it in ascending order using insertion sort and return the sorted copy.","def insertion_sort_ascending(values):
    result = values[:]
    for index in range(1, len(result)):
        current = result[index]
        position = index - 1
        while position >= 0 and result[position] > current:
            result[position + 1] = result[position]
            position -= 1
        result[position + 1] = current
    return result",fast_offsets,False,32,32,97,96,True,0.14707451090017307,0.019234351813793182,0.305063928228198,14.119153046416614,0.15448961556206106,0.01941313687711954,0.32834389365693933,14.831003093957861,0.9548335910464326,0.9974895417690277,0.9992211951563755,0.8645833333333334,0.6666666666666666,41,14,0.20185033581855302,0.21394308574326715,1.0,0.3368453275003865
chunks_pairs__python__v2,chunks_pairs,chunking,python,2,"Given a list, split it into consecutive chunks containing at most two elements.","def chunks_pairs(current):
    item = []
    for value in range(0, len(current), 2):
        item.append(current[value:value + 2])
    return item",fast_offsets,False,26,26,49,48,True,0.46870842101391946,0.1580040231347084,0.5934002973556523,22.498004208668135,0.544367276216993,0.17280709743499756,0.7502427226967593,26.12962925841566,0.8623111490160227,0.9734247028827667,0.989255660523971,0.6041666666666666,0.3125,5,3,0.5400470080934069,0.6377002904241151,0.9583333333333334,1.1140298056141849
matrix_row_sums__nl__v3,matrix_row_sums,matrix_aggregate,nl,3,"Given a matrix of numbers, return a list containing the sum of each row.","Initialize an empty result list. For each row, start a row total at zero, add every value in the row, and append the row total. Produce the result.",fast_offsets,False,26,26,36,35,True,0.807303401189191,0.7634241580963135,0.5656872243759945,28.255619041621685,0.8734306767582893,0.774793267250061,0.6344510049471525,30.570073686540127,0.7315034014838082,0.7757068276405334,0.992323510987418,0.3142857142857143,0.02857142857142857,3,1,0.5413283526020891,0.6130965505452717,0.9428571428571428,2.078938936867884
insertion_sort_ascending__nl__v3,insertion_sort_ascending,insertion_sort,nl,3,"Given a list of numbers, sort it in ascending order using insertion sort and return the sorted copy.","Copy the list. Starting with the second element, shift larger earlier values one position right until the current value can be inserted in order. Produce the copy.",fast_offsets,False,32,32,32,31,True,1.137017274095166,1.1113206148147583,0.6222756512804903,35.24753549695015,1.3167533139067311,1.277714729309082,0.7682130620086978,40.819352731108665,0.6415148348577561,0.6659002900123596,0.9756913204346934,0.22580645161290322,0.0,3,0,0.5783622354269028,0.6884684671958288,0.9032258064516129,2.444934358099295
keep_letters__nl__v2,keep_letters,string_filter,nl,2,"Given a string, return a new string containing only alphabetic characters.","Begin with an empty result string. Inspect each character. If it is alphabetic, add it to the result. Output the result.",fast_offsets,False,26,26,30,29,True,0.6342483759568683,0.6111752986907959,0.5329128572122114,18.39320290274918,0.7381768163598689,0.6343907117843628,0.6683676411284359,21.407127674436197,0.8069197833538055,0.8595305681228638,0.9874638730082018,0.4482758620689655,0.20689655172413793,4,3,0.5540691284861948,0.6455039285688794,0.9310344827586207,1.2239632141768355
dedupe_last__python__v2,dedupe_last,deduplication,python,2,"Given a list, remove duplicate values while keeping the last occurrence of each value and preserving the order of those kept occurrences.","def dedupe_last(current):
    item = []
    for value in reversed(current):
        if value not in item:
            item.append(value)
    item.reverse()
    return item",fast_offsets,False,36,36,49,48,True,0.42533586820961017,0.10297392681241035,0.660853655755578,20.416121674061287,0.5119769532254091,0.11315033584833145,0.8633802901268078,24.57489375481964,0.8661776095007857,0.9837110340595245,0.9869850501418114,0.6875,0.4166666666666667,16,8,0.511437711313347,0.6240803547874787,0.9583333333333334,0.8955136238535412
bubble_sort_ascending__nl__v2,bubble_sort_ascending,bubble_sort,nl,2,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is greater than the right value. After enough passes, output the copy.",fast_offsets,False,32,32,34,33,True,1.005959609611609,1.078359603881836,0.6848001370074214,33.1966671171831,1.1302100174326561,1.1297096014022827,0.7857068467888716,37.296930575277656,0.6771403844609405,0.6546200513839722,0.9838800032933553,0.30303030303030304,0.15151515151515152,3,2,0.7624122307970538,0.8415678894089069,0.9090909090909091,2.042708725811363
selection_sort_ascending__python__v3,selection_sort_ascending,selection_sort,python,3,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","def selection_sort_ascending(n_count):
    result = n_count[:]
    for x in range(len(result)):
        element = x
        for entry in range(x + 1, len(result)):
            if result[entry] < result[element]:
                element = entry
        result[x], result[element] = result[element], result[x]
    return result",fast_offsets,False,31,31,93,92,True,0.2842892221567087,0.06738770380616188,0.45973028175970077,26.1546084384172,0.31169592480886343,0.06810073927044868,0.5296842300566149,28.676025082415435,0.9054051482159159,0.9887327551841736,0.996483225537383,0.7391304347826086,0.4782608695652174,25,12,0.32715934294609833,0.36875505499659456,0.9565217391304348,0.7676573498378888
frequency_map_chars__nl__v1,frequency_map_chars,frequency_map,nl,1,"Given a string, build a dictionary mapping each character to its occurrence count.","Start with an empty dictionary. Examine each character. If it is already a key, increase its count; otherwise create the key with count one. Return the dictionary.",fast_offsets,False,25,25,35,34,True,0.8172460496425629,0.7703113555908203,0.5201596246844806,27.786365687847137,0.9101649310220691,0.7932342290878296,0.6294715080087461,30.945607654750347,0.7479187048533383,0.7806016802787781,0.9889728444464067,0.2647058823529412,0.029411764705882353,2,1,0.580190102259318,0.67736729889205,0.9705882352941176,1.4416856235578
binary_to_integer__nl__v3,binary_to_integer,base_conversion,nl,3,"Given a string of binary digits, convert it to a nonnegative integer.","Initialize the result at zero. Process the digits from left to right, doubling the result and adding the numeric value of the current digit. Produce the result.",fast_offsets,False,25,25,34,33,True,0.9420859765624768,1.0232295989990234,0.7228564278256422,31.088837226561736,1.0825809064165999,1.0815234184265137,0.9017341976755228,35.7251699117478,0.6891271661628376,0.7003840208053589,0.979283433971983,0.3333333333333333,0.12121212121212122,3,1,0.7596568264598318,0.9420935562957311,0.9090909090909091,1.8822227921006165
filter_negative__nl__v2,filter_negative,sign_filter,nl,2,"Given a list of numbers, create a new list containing only negative values.","Begin with an empty result list. Inspect every number. If a number is less than zero, add it to the result. Output the result after processing the input.",fast_offsets,False,25,25,34,33,True,0.7266649958875143,0.49038004875183105,0.6555454207267621,23.979944864287972,0.8150055870752443,0.5400893092155457,0.7947859615078979,26.895184373483062,0.7752891223539006,0.898465096950531,0.9873799284299215,0.48484848484848486,0.09090909090909091,5,1,0.7571277891984209,0.875253121019341,0.9696969696969697,1.7314623763730086
first_even_index__nl__v1,first_even_index,first_match_index,nl,1,"Given a list of integers, return the index of the first even value, or minus one if none exists.","Examine the list from the beginning while tracking the current index. When an even value is encountered, return its index. If the end is reached with no match, return minus one.",fast_offsets,False,32,32,38,37,True,0.7955833987861469,0.6365030407905579,0.645128077774022,29.436585755087435,0.8827649547491927,0.7196719646453857,0.7668795333651184,32.66230332572013,0.7332774598050762,0.8396493792533875,0.9880949564882227,0.3783783783783784,0.08108108108108109,5,1,0.6091202463851206,0.7000641261434389,1.0,1.2481284757188797
least_frequent__nl__v1,least_frequent,mode_selection,nl,1,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.",Build occurrence counts. Then scan the original list while tracking the best value and lowest count seen. Replace the best only when a strictly lower count is found. Return the best value.,fast_offsets,False,35,35,36,35,True,1.416628645147596,1.3873947858810425,0.6384227072553608,49.58200258016586,1.836585181100028,1.8307030200958252,0.8646990997768371,64.28048133850098,0.5614098915031978,0.5784400701522827,0.9392972520419529,0.02857142857142857,0.0,1,0,0.549666099688586,0.7406596681650948,0.9142857142857143,2.2262446158698626
digit_sum__nl__v1,digit_sum,digit_aggregate,nl,1,"Given a nonnegative integer, compute the sum of its decimal digits.","Start a total at zero. While the number is positive, add its last decimal digit to the total and remove that digit using integer division by ten. Return the total.",fast_offsets,False,24,24,34,33,True,0.9966916353865103,0.9572910070419312,0.6454258332550847,32.89082396775484,1.1127143136479638,1.0157240629196167,0.7698971547092474,36.719572350382805,0.6630852687539477,0.6936801671981812,0.9841547536127495,0.2727272727272727,0.030303030303030304,2,1,0.8234724919311702,0.9596244106069207,1.0,1.4367699459279804
minmax_normalize__nl__v2,minmax_normalize,bounded_numeric_transform,nl,2,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","Find the minimum and maximum values. Build an empty result list. For each value, subtract the minimum and divide by the difference between maximum and minimum, then add the result. Output the list.",fast_offsets,False,42,42,39,38,True,0.8663940753199553,0.8432787358760834,0.5970470792667184,32.9229748621583,1.0361732035679252,0.9215385317802429,0.8009274468312684,39.37458173558116,0.7290471831434652,0.7674778997898102,0.977621925504584,0.2894736842105263,0.05263157894736842,2,2,0.767803328061426,0.9650630074981097,0.9736842105263158,1.4489925239467993
count_words__nl__v1,count_words,word_count,nl,1,"Given a string containing words separated by whitespace, count the words.",Split the string on whitespace and return the number of resulting words.,fast_offsets,False,23,23,13,12,True,0.9387337422619263,1.0148104429244995,0.6662676090612439,11.264804907143116,0.9845797762585183,1.0543866753578186,0.6811252776817648,11.81495731510222,0.6795022288958231,0.6661592423915863,0.9953950643539429,0.3333333333333333,0.16666666666666666,1,1,0.8212610442530025,0.8343626921149817,1.0,1.05057596534607
fibonacci_first_n__nl__v2,fibonacci_first_n,fibonacci,nl,2,"Given a nonnegative integer n, return the first n Fibonacci values starting with zero and one.","Begin with zero and one and an empty result list. Repeat n times, add the current first value, then replace the pair with the second value and their sum. Output the result.",fast_offsets,False,32,32,38,37,True,1.2302415588417568,1.0464270114898682,0.6401383026413849,45.518937677145004,1.4603767513826087,1.1995084285736084,0.8215065062455077,54.03393980115652,0.6129405659598273,0.6466454267501831,0.9675655397208961,0.10810810810810811,0.02702702702702703,1,1,0.741855295168029,0.973434948672851,0.918918918918919,2.3593217062109426
rotate_left_one__nl__v1,rotate_left_one,rotation,nl,1,"Given a non-empty list, rotate it left by one position.","Create an empty result list. Append every element except the first in original order, then append the original first element. Return the result.",fast_offsets,False,24,24,27,26,True,0.9172796543974143,0.7236016392707825,0.6718294497196915,23.84927101433277,1.1096919293587024,0.7928920388221741,0.8949617591823719,28.851990163326263,0.7113900780677795,0.813256174325943,0.9725325061724737,0.34615384615384615,0.0,2,0,0.7826176643371582,1.0435645043849946,1.0,1.9071679633970444
count_equal_neighbors__python__v2,count_equal_neighbors,adjacent_analysis,python,2,"Given a list, count how many adjacent pairs contain equal values.","def count_equal_neighbors(current):
    item = 0
    for value in range(1, len(current)):
        if current[value] == current[value - 1]:
            item += 1
    return item",fast_offsets,False,23,23,56,55,True,0.3659028058469465,0.1754399985074997,0.4613328738862394,20.124654321582057,0.41628342327577145,0.1764446496963501,0.579391985801737,22.89558828016743,0.8981710666959936,0.9657187461853027,0.9936042232946916,0.6727272727272727,0.2727272727272727,10,2,0.4309293933480081,0.5017559138057684,0.9636363636363636,0.9366107777484103
moving_average_three__python__v3,moving_average_three,sliding_window,python,3,"Given a list of numbers, return the average of every consecutive window of three values.","def moving_average_three(result):
    x = []
    for entry in range(len(result) - 2):
        element = (result[entry] + result[entry + 1] + result[entry + 2]) / 3
        x.append(element)
    return x",fast_offsets,False,27,27,70,69,True,0.4009850144958245,0.10987050831317902,0.6033022580967694,27.66796600021189,0.45370293366621534,0.11434335261583328,0.7301366352084403,31.305502422968857,0.8710420693176381,0.9821573495864868,0.9923718476641006,0.7101449275362319,0.42028985507246375,23,11,0.47185720437761014,0.5557098703027483,0.9420289855072463,0.7106551950876736
matrix_contains__python__v1,matrix_contains,matrix_search,python,1,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.","def matrix_contains(matrix, target):
    for row in matrix:
        for value in row:
            if value == target:
                return True
    return False",fast_offsets,False,28,28,38,37,True,0.30068495715464894,0.03969823569059372,0.5085254782799246,11.12534341472201,0.327495080805887,0.03995613008737564,0.5682030052600591,12.11731798981782,0.9035423414127247,0.9945400357246399,0.9969299773912172,0.7837837837837838,0.5675675675675675,18,8,0.28964196498660993,0.31662259672561455,1.0,0.23909578490614924
first_negative_index__nl__v3,first_negative_index,first_match_index,nl,3,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","Process the list from the beginning while tracking the current index. Whenever a negative value is encountered, return its index. If the end is reached with no match, return minus one.",fast_offsets,False,32,32,37,36,True,0.8215053007782748,0.7243748307228088,0.6564186111864528,29.57419082801789,0.9274210707776042,0.792472779750824,0.8144607615066632,33.38715854799375,0.7296598441898823,0.7939122021198273,0.9849440703789393,0.3888888888888889,0.08333333333333333,4,1,0.6051883525614228,0.7209440943651966,0.9722222222222222,1.2820744912153006
main_diagonal_sum__python__v2,main_diagonal_sum,diagonal_aggregate,python,2,"Given a square matrix, calculate the sum of its main diagonal.","def main_diagonal_sum(value):
    current = 0
    for item in range(len(value)):
        current += value[item][item]
    return current",fast_offsets,False,23,23,42,41,True,0.3776437181343393,0.12156736105680466,0.5866926291982657,15.48339244350791,0.43140313451791684,0.13026750087738037,0.7206939692273149,17.68752851523459,0.8893934444683355,0.9776350259780884,0.9921826109653566,0.7317073170731707,0.4146341463414634,14,6,0.47945731664076446,0.5656348141375929,0.9512195121951219,0.9443277608938287
frequency_map_items__python__v2,frequency_map_items,frequency_map,python,2,"Given a list of hashable values, build a dictionary mapping each value to its occurrence count.","def frequency_map_items(current):
    item = {}
    for value in current:
        if value in item:
            item[value] += 1
        else:
            item[value] = 1
    return item",fast_offsets,False,29,29,54,53,True,0.33932193376690606,0.04955029860138893,0.6390238745948668,17.98406248964602,0.40194776432011015,0.05403236299753189,0.8025530999912541,21.303231508965837,0.8984267680712466,0.99346923828125,0.9904634761360457,0.8113207547169812,0.6037735849056604,28,16,0.5207320339686703,0.6272053676735735,0.9811320754716981,0.8996232043572027
list_palindrome__python__v1,list_palindrome,palindrome_test,python,1,"Given a list, determine whether its values read the same forward and backward.","def list_palindrome(values):
    left = 0
    right = len(values) - 1
    while left < right:
        if values[left] != values[right]:
            return False
        left += 1
        right -= 1
    return True",fast_offsets,False,26,26,65,64,True,0.21452815022354343,0.02973842155188322,0.4444841393167259,13.72980161430678,0.23951107018200446,0.03021094761788845,0.5134141202141732,15.328708491648285,0.9359717885963619,0.9958729445934296,0.9969125166535378,0.875,0.625,34,9,0.2550042778592407,0.2871017656655149,1.0,0.2795771308042845
matrix_row_sums__nl__v2,matrix_row_sums,matrix_aggregate,nl,2,"Given a matrix of numbers, return a list containing the sum of each row.","Build an empty result list. For each row, start a row total at zero, add every value in the row, and add the row total. Output the result.",fast_offsets,False,26,26,34,33,True,1.0083176638140823,1.0550264120101929,0.5828794495821102,33.274482905864716,1.1082571977467248,1.0800974369049072,0.6696960640392272,36.57248752564192,0.6702417532602946,0.6518962383270264,0.9877526778163332,0.18181818181818182,0.0,2,0,0.6075169378891587,0.7099994593299925,0.9696969696969697,2.1428381247220165
ordered_unique_intersection__nl__v1,ordered_unique_intersection,ordered_intersection,nl,1,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Create an empty result. Examine each value in the first list. If it occurs in the second list and is not already in the result, append it. Return the result.",fast_offsets,False,36,36,37,36,True,0.7289049913589325,0.5909841060638428,0.5996155967128429,26.24057968892157,0.8188274207835397,0.6065493226051331,0.6781148715928044,29.477787148207426,0.7716656716333495,0.8312253654003143,0.989639980925454,0.4444444444444444,0.05555555555555555,4,2,0.6072853759995529,0.6787181815930775,0.9722222222222222,1.0168676339477922
least_frequent__python__v2,least_frequent,mode_selection,python,2,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.","def least_frequent(output):
    value = {}
    for current in output:
        value[current] = value.get(current, 0) + 1
    item = output[0]
    for current in output:
        if value[current] < value[item]:
            item = current
    return item",fast_offsets,False,35,35,75,74,True,0.4266929923793902,0.0721958763897419,0.6584029626115736,31.575281436074874,0.4992277089233441,0.07470167055726051,0.8293625618084243,36.94285046032746,0.8640200976987142,0.9886877834796906,0.989644435611931,0.7162162162162162,0.4594594594594595,16,6,0.4651101145527345,0.5618205138423148,0.9594594594594594,0.8373589441691205
reverse_string__nl__v3,reverse_string,reverse_sequence,nl,3,"Given a string, create a new string containing the same characters in reverse order.",Initialize with an empty result string. Process the input from the last position to the first and append each character to the result. Produce the result.,fast_offsets,False,26,26,31,30,True,0.8388447317605218,0.6408705115318298,0.6657378769548707,25.165341952815652,0.9671393059194088,0.6832168996334076,0.8339985825375387,29.014179177582264,0.7329352751374245,0.8260592222213745,0.983115150531133,0.43333333333333335,0.03333333333333333,4,1,0.7738568363390093,0.9463476885495514,0.9,2.027852261935671
minmax_normalize__python__v2,minmax_normalize,bounded_numeric_transform,python,2,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","def minmax_normalize(counter):
    value = min(counter)
    item = max(counter)
    current = []
    for output in counter:
        current.append((output - value) / (item - value))
    return current",fast_offsets,False,42,42,57,56,True,0.6269793606230191,0.3011067360639572,0.7504989148536807,35.11084419488907,0.7425258977371934,0.3102397471666336,0.9599777036928158,41.581450273282826,0.8037370901022639,0.9374345541000366,0.9830431235688073,0.5714285714285714,0.21428571428571427,7,3,0.6872417192567478,0.8456680701198903,0.9107142857142857,1.1806146471083463
frequency_map_chars__nl__v3,frequency_map_chars,frequency_map,nl,3,"Given a string, build a dictionary mapping each character to its occurrence count.","Initialize with an empty dictionary. Process each character. If it is already a key, increase its count; otherwise create the key with count one. Produce the dictionary.",fast_offsets,False,25,25,35,34,True,0.9205338169327554,0.9421547651290894,0.5987355582718525,31.298149775713682,1.0938836884520509,1.0157290697097778,0.8369718725497116,37.19204540736973,0.7060694023966789,0.7214775681495667,0.9769095953773049,0.23529411764705882,0.058823529411764705,2,1,0.6462093908904176,0.8588664587587118,0.9117647058823529,1.952782906660372
minmax_normalize__nl__v1,minmax_normalize,bounded_numeric_transform,nl,1,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","Find the minimum and maximum values. Create an empty result list. For each value, subtract the minimum and divide by the difference between maximum and minimum, then append the result. Return the list.",fast_offsets,False,42,42,39,38,True,0.6635320728742763,0.6370747089385986,0.4905300897907276,25.214218769222498,0.7495210273191333,0.6728543639183044,0.6012455741529565,28.481799038127065,0.7971935672195334,0.8570768237113953,0.9898935572097176,0.3684210526315789,0.07894736842105263,2,2,0.6476137759919102,0.7604407060992073,1.0,1.07249347468544
merge_sorted_ascending__python__v1,merge_sorted_ascending,merge_sorted,python,1,"Given two lists sorted in ascending order, merge them into one ascending list.","def merge_sorted_ascending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] <= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",fast_offsets,False,27,27,139,138,True,0.1088984042328205,0.0011967155151069164,0.27298489024991607,15.02797978412923,0.11272721928794058,0.0012879724381491542,0.282373372883501,15.5563562617358,0.9617906493553217,0.9998885095119476,0.9996564457381981,0.8985507246376812,0.7681159420289855,47,47,0.11762571522562888,0.11994339128325447,1.0,0.23267417231882823
count_divisors__python__v1,count_divisors,divisors,python,1,"Given a positive integer n, count its positive divisors.","def count_divisors(n):
    count = 0
    for divisor in range(1, n + 1):
        if n % divisor == 0:
            count += 1
    return count",fast_offsets,False,22,22,51,50,True,0.11785347507800907,0.009313905611634254,0.2528465822020072,5.8926737539004534,0.1251928727714403,0.009460660628974438,0.27251820698346474,6.259643638572015,0.9672380304336547,0.9989084005355835,0.999309310913086,0.92,0.66,24,17,0.12495013016480383,0.13183128445294012,1.0,0.13802211872569387
reverse_list__python__v3,reverse_list,reverse_sequence,python,3,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(x):
    entry = []
    for element in range(len(x) - 1, -1, -1):
        entry.append(x[element])
    return entry",fast_offsets,False,26,26,47,46,True,0.2573307560169664,0.06314707174897194,0.4298586501195854,11.837214776780456,0.27291844610717025,0.06331128627061844,0.45386012976192375,12.554248520929832,0.9177097678184509,0.9902617335319519,0.998437172692755,0.8043478260869565,0.5217391304347826,24,8,0.2915443921203001,0.3000172427415641,0.9565217391304348,0.754309640984502
dedupe_first__python__v1,dedupe_first,deduplication,python,1,"Given a list, remove duplicate values while keeping the first occurrence of each value.","def dedupe_first(values):
    result = []
    for value in values:
        if value not in result:
            result.append(value)
    return result",fast_offsets,False,26,26,40,39,True,0.2528617024669448,0.035035256296396255,0.4814051424943741,9.861606396210846,0.2809273315495095,0.03711293637752533,0.5425714559369283,10.95616593043087,0.9182361647104605,0.9952977299690247,0.9967199044349866,0.8205128205128205,0.5897435897435898,23,20,0.2897052100743167,0.32221137993589144,1.0,0.5188900060861786
matrix_find_position__python__v2,matrix_find_position,matrix_search,python,2,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def matrix_find_position(value, output):
    for current in range(len(value)):
        for item in range(len(value[current])):
            if value[current][item] == output:
                return current, item
    return -1, -1",fast_offsets,False,41,41,62,61,True,0.40893391911016747,0.09640704095363617,0.6327339260598088,24.944969065720215,0.4695772010743328,0.10523878782987595,0.7655395764324066,28.6442092655343,0.8674309138880402,0.9857256412506104,0.9914656838432687,0.7213114754098361,0.39344262295081966,12,6,0.44294575890138127,0.5202956959741035,0.9672131147540983,1.002420119045457
scan_min__nl__v1,scan_min,scan_extremum,nl,1,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","Use the first value as the current minimum. Examine each remaining value. If a value is smaller than the current minimum, replace the current minimum with it. Return the current minimum after the scan.",fast_offsets,False,30,30,41,40,True,0.9639415181241929,0.9335649013519287,0.6855763083576463,38.55766072496772,1.0484617634676396,0.992343008518219,0.7739223777480114,41.93847053870559,0.6671807765960693,0.6516578495502472,0.9892903000116349,0.3,0.075,4,1,0.8629609569907188,0.9560165846577058,0.975,1.0898473161272704
count_odd__nl__v3,count_odd,parity_count,nl,3,"Given a list of integers, count how many values are odd.","Initialize a counter at zero. Process every integer. For any case in which the current value is odd, increase the counter by one. Produce the counter after all values are processed.",fast_offsets,False,23,23,38,37,True,0.913425496829724,0.7980555295944214,0.6236884753427144,33.79674338269979,1.0558637492358685,0.8783665895462036,0.7596557686373648,39.06695872172713,0.7124198324776985,0.7562127709388733,0.9817455201535612,0.24324324324324326,0.05405405405405406,2,1,0.6628480637963448,0.8197245055602657,0.918918918918919,1.85799813932563
matrix_column_sums__nl__v2,matrix_column_sums,matrix_aggregate,nl,2,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","Build an empty result list. For each column index, start a total at zero, add that column's value from every row, and add the total. Output the result.",fast_offsets,False,31,31,36,35,True,1.2136013932659158,1.3067233562469482,0.6182719843504274,42.47604876430705,1.3614067177138558,1.387341856956482,0.7271843437157683,47.64923511998495,0.6036963249955859,0.6242905259132385,0.9808125512940543,0.14285714285714285,0.02857142857142857,1,1,0.6833291160874069,0.802964133926092,0.9714285714285714,2.1194957215590486
is_prime__nl__v2,is_prime,primality,nl,2,"Given an integer n, determine whether it is prime.",Output false for values below two. Test divisors starting at two while the divisor squared is no greater than n. Output false if any divisor divides n exactly; otherwise output true.,fast_offsets,False,21,21,40,39,True,1.2127437468212194,1.1793205738067627,0.7382918700379424,47.297006126027554,1.4018974888544433,1.3111501932144165,0.9240205177503004,54.67400206532329,0.5910144326014396,0.5875017642974854,0.9724027055960435,0.20512820512820512,0.10256410256410256,2,1,0.8088698232497432,1.0096834106370807,0.9487179487179487,2.0233287668345907
adjacent_differences__python__v1,adjacent_differences,adjacent_transform,python,1,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(values):
    result = []
    for index in range(1, len(values)):
        result.append(values[index] - values[index - 1])
    return result",fast_offsets,False,30,30,49,48,True,0.2631740258628194,0.05079583823680878,0.47328282190523635,12.63235324141533,0.27505011546956365,0.051396433264017105,0.4991528223244828,13.202405542539054,0.9081471214691798,0.9927915930747986,0.9988015219569206,0.7916666666666666,0.5625,11,5,0.36752624379848986,0.3817408744945808,1.0,0.39267018328051034
partition_by_threshold__nl__v2,partition_by_threshold,partition,nl,2,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.",Build two empty result lists. Inspect each number and add it to the below-threshold list or the other list according to the comparison. Output both lists.,fast_offsets,False,38,38,33,32,True,1.0387988980510272,1.0031798481941223,0.6741821991964806,33.24156473763287,1.1666002972924616,1.0886025428771973,0.7942461479335267,37.33120951335877,0.664780683349818,0.6920839250087738,0.9836564492434263,0.25,0.0625,4,1,0.7484529728610669,0.8818133269707041,0.9375,2.0775599980242987
flatten_lists__python__v3,flatten_lists,flatten_one_level,python,3,"Given a list of lists, flatten exactly one level into a single list.","def flatten_lists(entry):
    x = []
    for element in entry:
        for result in element:
            x.append(result)
    return x",fast_offsets,False,26,26,39,38,True,0.4115588813284902,0.08652620390057564,0.6130998216799629,15.639237490482628,0.4732104774417454,0.09417466074228287,0.7295880543735612,17.981998142786324,0.8759561196753853,0.9854170680046082,0.9921874451009851,0.7368421052631579,0.39473684210526316,15,5,0.48957590426544884,0.583160619880702,0.9210526315789473,1.058506112773198
adjacent_differences__nl__v2,adjacent_differences,adjacent_transform,nl,2,"Given a list of numbers, create a list of differences between each value and its predecessor.","Build an empty result list. Starting with the second input value, subtract the preceding value from the current value and add the difference. Output the result.",fast_offsets,False,30,30,30,29,True,0.9143606488560808,0.871220588684082,0.5148956968164048,26.516458816826344,1.0045481473207474,0.8780495524406433,0.6172544420527836,29.131896272301674,0.7112458384242552,0.7453010678291321,0.9888656036607151,0.13793103448275862,0.034482758620689655,1,1,0.6466427865837302,0.7532284930348396,0.9655172413793104,1.9103935244011467
selection_sort_descending__python__v2,selection_sort_descending,selection_sort,python,2,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","def selection_sort_descending(counter):
    output = counter[:]
    for current in range(len(output)):
        item = current
        for value in range(current + 1, len(output)):
            if output[value] > output[item]:
                item = value
        output[current], output[item] = output[item], output[current]
    return output",fast_offsets,False,31,31,89,88,True,0.2745693896524079,0.05798829719424248,0.4331873626335325,24.162106289411895,0.29836532685922895,0.058433184400200844,0.49366405648970574,26.256148763612146,0.9104724848134951,0.9905391931533813,0.9970860054547136,0.7613636363636364,0.5113636363636364,20,13,0.3388914897831842,0.37311517482224704,0.9545454545454546,0.6263009778342931
list_palindrome__python__v2,list_palindrome,palindrome_test,python,2,"Given a list, determine whether its values read the same forward and backward.","def list_palindrome(current):
    item = 0
    value = len(current) - 1
    while item < value:
        if current[item] != current[value]:
            return False
        item += 1
        value -= 1
    return True",fast_offsets,False,26,26,65,64,True,0.39620091348649566,0.15914332121610641,0.5947060357256696,25.356858463135723,0.4700845410122838,0.16702434420585632,0.7929480553388766,30.085410624786164,0.8829822461120784,0.9738649725914001,0.9879942992702127,0.75,0.375,34,8,0.41924223152662826,0.5417774930833802,0.953125,0.728843017509412
